"CDSCode","NCESDist","NCESSchool","StatusType","County","Distrinct","School","Street","StreetAbr","City","Zip","State","MailStreet","MailStrAbr","MailCity","MailZip","MailState","Phone","Ext","Website","OpenDate","ClosedDate","Charter","CharterNum","FundingType","DOC","DOCType","SOC","SOCType","EdOpsCode","EdOpsName","EILCode","EILName","GSoffered","GSserved","Virtual","Magnet","Latitude","Longitude","AdmFName1","AdmLName1","AdmEmail1","AdmFName2","AdmLName2","AdmEmail2","AdmFName3","AdmLName3","AdmEmail3","LastUpdate","district"
"01611196000004","0601770","00042",Closed,Alameda,,Chipman Middle,"401 Pacific Avenue","401 Pacific Ave.",Alameda,"94501-1837",CA,"401 Pacific Avenue","401 Pacific Ave.",Alameda,"94501-1837",CA,"","","",1980-07-01,2010-07-01,0,"","","54",Unified School District,"62",Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,"6-8","6-8","",,,,"","","","","","","","","",2010-07-01,Alameda Unified
"01611196090005","0601770","00051",Active,Alameda,,Donald D. Lum Elementary,"1801 Sandcreek Way","1801 Sandcreek Way",Alameda,"94501-6024",CA,"1801 Sandcreek Way","1801 Sandcreek Way",Alameda,"94501-6024",CA,(510) 748-4009,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.762203,-122.25895,Lawerence,Gotanco,lgotanco@alameda.k12.ca.us,"","","","","","",2015-06-18,Alameda Unified
"01611196090013","0601770","00044",Active,Alameda,,Edison Elementary,"2700 Buena Vista Avenue","2700 Buena Vista Ave.",Alameda,"94501-1610",CA,"2700 Buena Vista Avenue","2700 Buena Vista Ave.",Alameda,"94501-1610",CA,(510) 748-4002,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.765083,-122.23421,Aurora,Sweet,asweet@alameda.k12.ca.us,"","","","","","",2015-06-18,Alameda Unified
"01611196090021","0601770","00054",Active,Alameda,,Frank Otis Elementary,"3010 Fillmore Street","3010 Fillmore St.",Alameda,"94501-5544",CA,"3010 Fillmore Street","3010 Fillmore St.",Alameda,"94501-5544",CA,(510) 748-4013,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.754029,-122.23799,Shirley,Clem,sclem@alameda.k12.ca.us,"","","","","","",2015-06-18,Alameda Unified
"01611196090039","0601770","04337",Active,Alameda,,Franklin Elementary,"1433 San Antonio Avenue","1433 San Antonio Ave.",Alameda,"94501-4039",CA,"1433 San Antonio Avenue","1433 San Antonio Ave.",Alameda,"94501-4039",CA,(510) 748-4004,"","",1995-09-05,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.769036,-122.2616,Jo,Fetterly,jfetterly@alameda.k12.ca.us,"","","","","","",2015-06-18,Alameda Unified
"01611196090047","0601770","00047",Active,Alameda,,Henry Haight Elementary,"2025 Santa Clara Avenue","2025 Santa Clara Ave.",Alameda,"94501-2720",CA,"2025 Santa Clara Avenue","2025 Santa Clara Ave.",Alameda,"94501-2720",CA,(510) 748-4005,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.769332,-122.25106,Tracey,Lewis,tllewis@alameda.k12.ca.us,"","","","","","",2015-06-18,Alameda Unified
"01611196090054","0601770","00049",Active,Alameda,,Lincoln Middle,"1250 Fernside Boulevard","1250 Fernside Blvd.",Alameda,"94501-4808",CA,"1250 Fernside Boulevard","1250 Fernside Blvd.",Alameda,"94501-4808",CA,(510) 748-4018,"","",1980-07-01,,0,"","","54",Unified School District,"62",Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,"6-8","6-8",N,0,37.752242,-122.23276,Michael,Hans,mhans@alameda.k12.ca.us,"","","","","","",2015-06-18,Alameda Unified
"01611196090062","0601770","00050",Closed,Alameda,,Longfellow Elementary,"500 Pacific Avenue","500 Pacific Ave.",Alameda,"94501-2125",CA,"500 Pacific Avenue","500 Pacific Ave.",Alameda,"94501-2125",CA,"","","",1980-07-01,2006-06-16,0,"","","54",Unified School District,"60",Elementary Schools (Public),"","",ELEM,Elementary,K-5,K-5,"",,,,"","","","","","","","","",2009-01-30,Alameda Unified
"01611196090070","0601770","",Closed,Alameda,,Mastick Elementary,"1525 Bay Street","1525 Bay St.",Alameda,"94501",CA,"1525 Bay Street","1525 Bay St.",Alameda,"94501",CA,"","","",1980-07-01,1989-06-30,0,"","","54",Unified School District,"60",Elementary Schools (Public),"","",UG,Ungraded,"","","",,,,"","","","","","","","","",1999-06-24,Alameda Unified
"01611196090088","0601770","00053",Closed,Alameda,,George P. Miller Elementary,"250 Singleton Avenue","250 Singleton Ave.",Alameda,"94501-7238",CA,"250 Singleton Avenue","250 Singleton Ave.",Alameda,"94501-7238",CA,"","","",1980-07-01,2006-07-01,0,"","","54",Unified School District,"60",Elementary Schools (Public),"","",ELEM,Elementary,K-5,K-5,"",,,,"","","","","","","","","",2009-01-30,Alameda Unified
"01611196090096","0601770","",Closed,Alameda,,Porter Elementary,"2248 Alameda Avenue","2248 Alameda Ave.",Alameda,"94501",CA,"2248 Alameda Avenue","2248 Alameda Ave.",Alameda,"94501",CA,"","","",1980-07-01,1989-06-30,0,"","","54",Unified School District,"60",Elementary Schools (Public),"","",UG,Ungraded,"","","",,,,"","","","","","","","","",1999-06-24,Alameda Unified
"01611196090104","0601770","00056",Closed,Alameda,,Washington Elementary,"825 Taylor Avenue","825 Taylor Ave.",Alameda,"94501-3411",CA,"825 Taylor Avenue","825 Taylor Ave.",Alameda,"94501-3411",CA,"","","",1980-07-01,2012-06-30,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,"",,37.772348,-122.27219,"","","","","","","","","",2013-07-02,Alameda Unified
"01611196090112","0601770","00057",Active,Alameda,,Will C. Wood Middle,"420 Grand Street","420 Grand St.",Alameda,"94501-5941",CA,"420 Grand Street","420 Grand St.",Alameda,"94501-5941",CA,(510) 748-4015,"","",1980-07-01,,0,"","","54",Unified School District,"62",Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,"6-8","6-8",N,0,37.763031,-122.26192,Cammie,Harris,charris@alameda.k12.ca.us,"","","","","","",2015-06-18,Alameda Unified
"01611196090120","0601770","00003",Active,Alameda,,William G. Paden Elementary,"444 Central Avenue","444 Central Ave.",Alameda,"94501-3615",CA,"444 Central Avenue","444 Central Ave.",Alameda,"94501-3615",CA,(510) 748-4014,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.771566,-122.28446,Katherine,Barr,kbarr@alameda.k12.ca.us,"","","","","","",2015-06-18,Alameda Unified
"01611196090138","0601770","00058",Closed,Alameda,,Woodstock Elementary,"1900 Third Street","1900 Third St.",Alameda,"94501-1898",CA,"1900 Third Street","1900 Third St.",Alameda,"94501-1898",CA,"","","",1980-07-01,2006-06-16,0,"","","54",Unified School District,"60",Elementary Schools (Public),"","",ELEM,Elementary,K-5,K-5,"",,,,"","","","","","","","","",2009-01-30,Alameda Unified
"01611196100374","0601770","00043",Active,Alameda,,Amelia Earhart Elementary,"400 Packet Landing Road","400 Packet Landing Rd.",Alameda,"94502-6534",CA,"400 Packet Landing Road","400 Packet Landing Rd.",Alameda,"94502-6534",CA,(510) 748-4003,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.745289,-122.23928,Joy,Dean,jdean@alameda.k12.ca.us,"","","","","","",2015-06-18,Alameda Unified
"01611196103451","0601770","",Closed,Alameda,,Grand Alternative,"400 Grant Street","400 Grant St.",Alameda,"94501",CA,"400 Grant Street","400 Grant St.",Alameda,"94501",CA,"","","",1980-07-01,1985-03-06,0,"","","54",Unified School District,"64",Junior High Schools (Public),"","",UG,Ungraded,"","","",,,,"","","","","","","","","",1999-06-24,Alameda Unified
"01611196110779","0601770","00006",Active,Alameda,,Bay Farm,"200 Aughinbaugh Way","200 Aughinbaugh Way",Alameda,"94502-7451",CA,"200 Aughinbaugh Way","200 Aughinbaugh Way",Alameda,"94502-7451",CA,(510) 748-4010,"","",1992-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,37.738998,-122.25195,Babs,Freitas,bfreitas@alameda.k12.ca.us,"","","","","","",2015-06-18,Alameda Unified
"01611270000000","0601860","",Active,Alameda,,"","1051 Monroe Street","1051 Monroe St.",Albany,"94706-2213",CA,"1051 Monroe Street","1051 Monroe St.",Albany,"94706-2213",CA,(510) 558-3750,"",www.ausdk12.org,,,,"","","54",Unified School District,"","","","","","","","","",,37.884367,-122.2987,Valerie,Williams,vwilliams@ausdk12.org,"","","","","","",2015-06-23,Albany City Unified
"01611270126631","0601860","13188",Closed,Alameda,,Albany Children's Center,"720 Jackson Street","720 Jackson St.",Albany,"94706",CA,"1000 Jackson Street","1000 Jackson St.",Albany,"94706",CA,"","",www.ausdk12.org,2012-08-27,2013-10-07,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K,K,"",,37.893133,-122.30282,"","","","","","","","","",2013-10-07,Albany City Unified
"01611270130211","0601860","13330",Active,Alameda,,Albany Adult,"603 Key Route Boulevard","603 Key Route Blvd.",Albany,"94706-1422",CA,"603 Key Route Boulevard","603 Key Route Blvd.",Albany,"94706-1422",CA,(510) 558-2516,"","",1980-07-01,,0,"","","54",Unified School District,"70",Adult Education Centers,TRAD,Traditional,A,Adult,Adult,"",N,,37.896209,-122.29209,Alexia,Ritchie,aritchie@ausdk12.org,"","","","","","",2016-01-29,Albany City Unified
"01611270130294","0601860","07638",Active,Alameda,,MacGregor High (Continuation),"603 Key Route Blvd","603 Key Route Blvd",Albany,"94706-1422",CA,"603 Key Route Blvd","603 Key Route Blvd",Albany,"94706-1422",CA,(510) 559-6570,"","",1980-07-01,,0,"","","54",Unified School District,"68",Continuation High Schools,CON,Continuation School,HS,High School,"10-12","11-12",N,0,37.89642,-122.29211,Daren,McNally,dmcnally@ausdk12.org,"","","","","","",2016-08-23,Albany City Unified
"01611270130351","0601860","",Closed,Alameda,,Albany Adult,"603 Key Route Boulevard","603 Key Route Blvd.",Albany,"94706",CA,"603 Key Route Boulevard","603 Key Route Blvd.",Albany,"94706",CA,"","","",1980-07-01,1989-06-30,0,"","","54",Unified School District,"70",Adult Education Centers,"","",UG,Ungraded,"","","",,,,"","","","","","","","","",1999-06-24,Albany City Unified
"01611270130450","0601860","00059",Active,Alameda,,Albany High,"603 Key Route Boulevard","603 Key Route Blvd.",Albany,"94706-1422",CA,"603 Key Route Boulevard","603 Key Route Blvd.",Albany,"94706-1422",CA,(510) 558-2500,"","",1980-07-01,,0,"","","54",Unified School District,"66",High Schools (Public),TRAD,Traditional,HS,High School,"9-12","9-12",N,0,37.896661,-122.29257,Jeff,Anderson,cjanderson@ausdk12.org,"","","","","","",2015-12-21,Albany City Unified
"01611276085583","0601860","",Closed,Alameda,,Albany Primary,"607 Key Route Boulevard","607 Key Route Blvd.",Albany,"94706",CA,"607 Key Route Boulevard","607 Key Route Blvd.",Albany,"94706",CA,"","","",1980-07-01,1989-06-30,0,"","","54",Unified School District,"60",Elementary Schools (Public),"","",UG,Ungraded,"","","",,,,"","","","","","","","","",1999-06-24,Albany City Unified
"01611276090146","0601860","00061",Active,Alameda,,Cornell Elementary,"920 Talbot Avenue","920 Talbot Ave.",Albany,"94706-2020",CA,"920 Talbot Avenue","920 Talbot Ave.",Albany,"94706-2020",CA,(510) 558-3700,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.889826,-122.29518,Heather,Duncan,hduncan@ausdk12.org,"","","","","","",2015-06-18,Albany City Unified
"01611276090153","0601860","",Closed,Alameda,,MacGregor Primary,"601 San Gabriel Avenue","601 San Gabriel Ave.",Albany,"94706",CA,"601 San Gabriel Avenue","601 San Gabriel Ave.",Albany,"94706",CA,"","","",1980-07-01,1989-06-30,0,"","","54",Unified School District,"60",Elementary Schools (Public),"","",UG,Ungraded,"","","",,,,"","","","","","","","","",1999-06-24,Albany City Unified
"01611276090161","0601860","00060",Active,Alameda,,Albany Middle,"1259 Brighton Avenue","1259 Brighton Ave.",Albany,"94706-1336",CA,"1259 Brighton Avenue","1259 Brighton Ave.",Albany,"94706-1336",CA,(510) 558-3600,"","",1980-07-01,,0,"","","54",Unified School District,"62",Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,"6-8","6-8",N,0,37.897851,-122.2953,Deborah,Brill,dbrill@ausdk12.org,"","","","","","",2015-06-18,Albany City Unified
"01611276090179","0601860","",Closed,Alameda,,Vista-MacGregor Primary,"","","","","","","","","","","","","",1980-07-01,2000-04-13,0,"","","54",Unified School District,"60",Elementary Schools (Public),"","",ELEM,Elementary,K-2,K-2,"",,,,"","","","","","","","","",2000-04-13,Albany City Unified
"01611276095376","0601860","00062",Active,Alameda,,Marin Elementary,"1001 Santa Fe Avenue","1001 Santa Fe Ave.",Albany,"94706-2341",CA,"1001 Santa Fe Avenue","1001 Santa Fe Ave.",Albany,"94706-2341",CA,(510) 559-4700,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.888559,-122.28817,Alexia,Ritchie,aritchie@ausdk12.org,"","","","","","",2015-06-18,Albany City Unified
"01611276116222","0601860","07937",Active,Alameda,,Ocean View Elementary,"1000 Jackson Street","1000 Jackson St.",Albany,"94706-1904",CA,"1000 Jackson Street","1000 Jackson St.",Albany,"94706-1904",CA,(510) 558-4800,"","",1999-09-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.887539,-122.30092,Terry,Georgeson,tgeorgeson@ausdk12.org,"","","","","","",2015-06-18,Albany City Unified
"01611350000000","","",Merged,Alameda,,"","4665 Bernal Avenue","4665 Bernal Ave.",Pleasanton,"94566",CA,"4665 Bernal Avenue","4665 Bernal Ave.",Pleasanton,"94566",CA,"","","",,,,"","","56",High School District,"","","","","","","","","",,,,"","","","","","","","","",1999-06-24,Amador Valley Joint Union High
"01611350130013","","",Merged,Alameda,,Amador Valley Adult Education,"4750 First Street","4750 First St.",Pleasanton,"94566-7399",CA,"4750 First Street","4750 First St.",Pleasanton,"94566-7399",CA,"","","",1980-07-01,1988-06-30,0,"","","56",High School District,"70",Adult Education Centers,"","",UG,Ungraded,"","","",,,,"","","","","","","","","",1999-06-24,Amador Valley Joint Union High
"01611350130021","","",Closed,Alameda,,Amador Valley Adult Education,"8151 Village Parkway","8151 Village Pkwy.",Dublin,"94566",CA,"8151 Village Parkway","8151 Village Pkwy.",Dublin,"94566",CA,"","","",1980-07-01,1989-06-30,0,"","","56",High School District,"70",Adult Education Centers,"","",UG,Ungraded,"","","",,,,"","","","","","","","","",1999-06-24,Amador Valley Joint Union High
"01611350130096","","",Merged,Alameda,,Foothill High,"4375 Foothill Road","4375 Foothill Rd.",Pleasanton,"94566-9799",CA,"4375 Foothill Road","4375 Foothill Rd.",Pleasanton,"94566-9799",CA,"","","",1980-07-01,1988-06-30,0,"","","56",High School District,"66",High Schools (Public),"","",HS,High School,"9-12","","",,,,"","","","","","","","","",1999-06-24,Amador Valley Joint Union High
"01611350130252","","",Merged,Alameda,,Village High,"4750 First Street","4750 First St.",Pleasanton,"94566-8399",CA,"4750 First Street","4750 First St.",Pleasanton,"94566-8399",CA,"","","",1980-07-01,1988-06-30,0,"","","56",High School District,"68",Continuation High Schools,"","",HS,High School,"9-11","","",,,,"","","","","","","","","",1999-06-24,Amador Valley Joint Union High
"01611350130310","","",Merged,Alameda,,Pleasanton Unified Alternative,Ten Neal Street,Ten Neal St.,Pleasanton,"94566",CA,Ten Neal Street,Ten Neal St.,Pleasanton,"94566",CA,"","","",1980-07-01,1988-06-30,0,"","","56",High School District,"63",Alternative Schools of Choice,"","",HS,High School,"10-12","","",,,,"","","","","","","","","",1999-06-24,Amador Valley Joint Union High
"01611350130583","","",Merged,Alameda,,Amador Valley High,"1155 Santa Rita Road","1155 Santa Rita Rd.",Pleasanton,"94566-6176",CA,"1155 Santa Rita Road","1155 Santa Rita Rd.",Pleasanton,"94566-6176",CA,"","","",1980-07-01,1988-06-30,0,"","","56",High School District,"66",High Schools (Public),"","",HS,High School,"9-12","","",,,,"","","","","","","","","",1999-06-24,Amador Valley Joint Union High
"01611350132704","","",Merged,Alameda,,Dublin High,"8151 Village Parkway","8151 Village Pkwy.",Dublin,"94568",CA,"8151 Village Parkway","8151 Village Pkwy.",Dublin,"94568",CA,"","","",1980-07-01,1988-06-30,0,"","","56",High School District,"66",High Schools (Public),"","",HS,High School,"9-12","","",,,,"","","","","","","","","",1999-06-24,Amador Valley Joint Union High
"01611350138453","","",Merged,Alameda,,Valley High,"7001 Brighton Drive","7001 Brighton Dr.",Dublin,"94568-3075",CA,"7001 Brighton Drive","7001 Brighton Dr.",Dublin,"94568-3075",CA,"","","",1980-07-01,1988-06-30,0,"","","56",High School District,"68",Continuation High Schools,"","",HS,High School,"11-12","","",,,,"","","","","","","","","",1999-06-24,Amador Valley Joint Union High
"01611430000000","0604740","",Active,Alameda,,"","2020 Bonar Street","2020 Bonar St.",Berkeley,"94702-1793",CA,"2020 Bonar Street","2020 Bonar St.",Berkeley,"94702-1793",CA,(510) 644-8764,"",www.berkeleyschools.net,,,,"","","54",Unified School District,"","","","","","","","","",,37.869454,-122.28747,Donald,Evans,donaldevans@berkeley.net,"","","","","","",2015-06-23,Berkeley Unified
"01611430122689","0604740","12792",Active,Alameda,,REALM Charter Middle,"2023 Eighth Street","2023 Eighth St.",Berkeley,"94710-2026",CA,"2023 Eighth Street","2023 Eighth St.",Berkeley,"94710-2026",CA,(510) 809-9800,"",www.realmcharterschool.org,2011-08-30,,1,"1254",Directly funded,"54",Unified School District,"62",Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,"6-8","6-8",N,0,37.867479,-122.29492,Victor,Diaz,info@realmcharterschool.org,"","","","","","",2015-06-18,Berkeley Unified
